EC Number	Organism	pH Optimum
3.4.21.4	Engraulis japonicus	9.5
3.4.21.4	Manduca sexta	10.5
3.4.21.4	Balistes capriscus	10.5
3.4.21.B4	Homo sapiens	7.4
3.4.21.5	Homo sapiens	7.0
3.4.21.5	Deinagkistrodon acutus	7.5
3.4.21.5	Bos taurus	8.0
3.4.21.5	Salmo salar	8.5
3.4.21.6	Homo sapiens	6.8
3.4.21.6	Mus musculus	7.0
3.4.21.6	Camelus bactrianus	7.4
3.4.21.6	Tropidechis carinatus	7.4
3.4.21.6	Oxyuranus scutellatus	7.4
3.4.21.6	Oryctolagus cuniculus	7.5
3.4.21.6	Canis lupus familiaris	7.5
3.4.21.6	Bos taurus	7.6
3.4.21.6	Mammalia	8.4
3.4.21.B6	Homo sapiens	9.0
3.4.21.7	Homo sapiens	7.4
3.4.21.7	Bos taurus	7.4
3.4.21.B7	Homo sapiens	7.4
3.4.21.9	Sus scrofa	5.0
3.4.21.9	Struthio camelus	5.2
3.4.21.9	Bos taurus	6.0
3.4.21.9	Homo sapiens	7.5
3.4.21.9	Oryzias latipes	8.0
3.4.21.10	Mus musculus	7.0
3.4.21.10	Sus scrofa	7.7
3.4.21.10	Homo sapiens	7.8
3.4.21.10	Cavia porcellus	8.0
3.4.21.10	Oryctolagus cuniculus	8.0
3.4.21.10	Meleagris gallopavo	8.0
3.4.21.B12	Sus scrofa	6.0
3.4.21.B12	Homo sapiens	7.5
3.4.21.19	Staphylococcus aureus	4.0
3.4.21.19	Enterococcus faecalis	7.0
3.4.21.19	Bacillus intermedius	7.2
3.4.21.19	Bacillus licheniformis	7.3
3.4.21.19	Staphylococcus epidermidis	7.5
3.4.21.19	Staphylococcus saprophyticus	7.5
3.4.21.19	Staphylococcus warneri	7.5
3.4.21.19	Staphylococcus cohnii subsp. cohnii	7.5
3.4.21.19	Staphylococcus caprae	7.5
3.4.21.19	Thermoactinomyces sp. CDF	8.5
3.4.21.19	Streptomyces griseus	9.0
3.4.21.20	Homo sapiens	5.0
3.4.21.20	Canis lupus familiaris	7.0
3.4.21.20	Rattus norvegicus	8.0
3.4.21.21	Homo sapiens	7.4
3.4.21.B21	Treponema denticola	7.5
3.4.21.22	Homo sapiens	7.3
3.4.21.B24	Rattus norvegicus	7.0
3.4.21.25	Glycine max	4.0
3.4.21.25	Ficus religiosa	6.0
3.4.21.25	Cucumis melo	6.0
3.4.21.25	Cucumis trigonus	11.0
3.4.21.26	Aspergillus oryzae	4.0
3.4.21.26	Aspergillus niger	4.0
3.4.21.26	Homo sapiens	5.7
3.4.21.26	Rattus norvegicus	5.8
3.4.21.26	Decapterus maruadsi	6.0
3.4.21.26	Pyrococcus furiosus	6.5
3.4.21.26	Sphaerobacter thermophilus	6.6
3.4.21.26	Sus scrofa	6.6
3.4.21.26	Lyophyllum cinerascens	6.8
3.4.21.26	Mus musculus	7.0
3.4.21.26	Ovis aries	7.0
3.4.21.26	Myxococcus xanthus	7.0
3.4.21.26	Elizabethkingia meningoseptica	7.0
3.4.21.26	Halocynthia roretzi	7.0
3.4.21.26	Ascidia sp.	7.0
3.4.21.26	Thermococcus onnurineus	7.0
3.4.21.26	Carica papaya	7.0
3.4.21.26	Bos taurus	7.2
3.4.21.26	Daucus carota	7.3
3.4.21.26	Gallus gallus	7.5
3.4.21.26	Oryctolagus cuniculus	7.5
3.4.21.26	Agaricus bisporus	7.5
3.4.21.26	Xanthomonas sp.	7.5
3.4.21.26	Flavobacterium sp.	7.5
3.4.21.26	Trypanosoma brucei brucei	7.5
3.4.21.26	Pseudomonas sp.	8.0
3.4.21.26	Aeromonas hydrophila	8.0
3.4.21.26	Coprinopsis clastophylla	8.0
3.4.21.26	Schistosoma mansoni	8.0
3.4.21.26	Aeromonas caviae	8.0
3.4.21.26	Eurygaster integriceps	8.0
3.4.21.26	Novosphingobium capsulatum	8.5
3.4.21.27	Homo sapiens	6.8
3.4.21.27	Bos taurus	7.4
3.4.21.B27	Rattus norvegicus	6.0
3.4.21.B28	Homo sapiens	7.0
3.4.21.B28	Bos taurus	7.5
3.4.21.B28	Gallus gallus	7.6
3.4.21.B30	Escherichia coli	7.5
3.4.21.32	Novoden modestrus	7.0
3.4.21.32	Carcinus maenas	7.0
3.4.21.32	Leptuca pugilator	8.0
3.4.21.32	Gadus morhua	8.0
3.4.21.34	Homo sapiens	7.0
3.4.21.34	Rattus norvegicus	8.0
3.4.21.34	Bos taurus	8.8
3.4.21.B34	Streptomyces coelicolor	7.5
3.4.21.B34	Thermoplasma acidophilum	8.5
3.4.21.35	Rattus norvegicus	7.4
3.4.21.35	Homo sapiens	7.5
3.4.21.35	Sus scrofa	8.0
3.4.21.35	Ovis aries	8.2
3.4.21.35	Canis lupus familiaris	8.4
3.4.21.36	Mus musculus	8.0
3.4.21.36	Ovis aries	8.0
3.4.21.36	Salmo salar	8.0
3.4.21.36	Homo sapiens	8.3
3.4.21.36	Sus scrofa	8.5
3.4.21.36	Thunnus albacora	8.6
3.4.21.37	Homo sapiens	7.0
3.4.21.37	Mus musculus	7.4
3.4.21.37	Rattus norvegicus	7.4
3.4.21.37	Bos taurus	7.4
3.4.21.37	Pseudomonas aeruginosa	7.5
3.4.21.37	Oryctolagus cuniculus	8.0
3.4.21.37	Equus caballus	8.5
3.4.21.39	Rattus norvegicus	7.5
3.4.21.39	Mesocricetus auratus	7.5
3.4.21.39	Homo sapiens	7.5
3.4.21.B39	Homo sapiens	7.5
3.4.21.B39	Mus musculus	9.5
3.4.21.B40	Mus musculus	7.5
3.4.21.B40	Homo sapiens	8.0
3.4.21.41	Homo sapiens	7.4
3.4.21.42	Homo sapiens	7.0
3.4.21.B42	Homo sapiens	7.5
3.4.21.43	Homo sapiens	7.3
3.4.21.B43	Homo sapiens	7.5
3.4.21.45	Homo sapiens	7.4
3.4.21.45	Nipah henipavirus	7.4
3.4.21.B45	Homo sapiens	8.0
3.4.21.47	Homo sapiens	7.3
3.4.21.48	Saccharomyces cerevisiae	6.0
3.4.21.48	Debaryomyces hansenii	8.0
3.4.21.B48	Alicyclobacillus acidocaldarius	2.0
3.4.21.B48	Weizmannia coagulans	3.0
3.4.21.B48	Bacillus novosp.	3.0
3.4.21.B48	Alicyclobacillus sendaiensis	4.0
3.4.21.49	Hypoderma lineatum	7.4
3.4.21.50	Achromobacter lyticus	5.0
3.4.21.50	Porphyromonas gingivalis	7.5
3.4.21.50	Homo sapiens	8.0
3.4.21.50	Lysobacter enzymogenes	8.0
3.4.21.50	Pseudomonas aeruginosa	8.0
3.4.21.50	Lysobacter sp.	8.0
3.4.21.B50	Arabidopsis thaliana	7.5
3.4.21.B50	Legionella pneumophila subsp. pneumophila	7.5
3.4.21.B50	Vibrio harveyi	8.0
3.4.21.B52	Saccharolobus solfataricus	6.5
3.4.21.53	Methanobrevibacter smithii	7.5
3.4.21.53	Escherichia coli	7.5
3.4.21.53	Azorhizobium caulinodans	7.6
3.4.21.53	Saccharomyces cerevisiae	7.9
3.4.21.53	Homo sapiens	8.0
3.4.21.53	Meiothermus taiwanensis	8.0
3.4.21.53	Pseudomonas protegens	8.0
3.4.21.53	Zea mays	8.5
3.4.21.53	Thermococcus kodakarensis	9.0
3.4.21.53	Borreliella burgdorferi	9.0
3.4.21.53	Rattus norvegicus	10.0
3.4.21.B54	Pyrococcus abyssi	9.0
3.4.21.55	Ovophis okinavensis	8.0
3.4.21.B55	Pyrococcus furiosus	6.5
3.4.21.B56	Pyrococcus horikoshii	5.0
3.4.21.57	Spinacia oleracea	7.5
3.4.21.57	Bacillus cereus	9.0
3.4.21.B57	Aeropyrum pernix	6.5
3.4.21.B57	Thermococcus kodakarensis	7.0
3.4.21.B58	Aeropyrum pernix	9.0
3.4.21.59	Homo sapiens	6.0
3.4.21.59	Rattus norvegicus	7.1
3.4.21.59	Sus scrofa	7.5
3.4.21.59	Equus caballus	7.5
3.4.21.B59	Homo sapiens	7.5
3.4.21.60	Echis carinatus	7.4
3.4.21.60	Oxyuranus scutellatus	7.5
3.4.21.60	Bothrops cotiara	8.0
3.4.21.61	Saccharomyces cerevisiae	5.5
3.4.21.61	Homo sapiens	8.0
3.4.21.B61	Homo sapiens	8.6
3.4.21.62	Komagataella pastoris	6.0
3.4.21.62	Bacillus subtilis	6.5
3.4.21.62	Bacillus sp. (in: Bacteria)	7.0
3.4.21.62	Streptococcus suis	7.0
3.4.21.62	Trichoderma harzianum	7.0
3.4.21.62	Bacillus licheniformis	7.0
3.4.21.62	Bacillus amyloliquefaciens	7.4
3.4.21.62	Sarocladium strictum	7.5
3.4.21.62	Shewanella frigidimarina	8.0
3.4.21.62	Arabidopsis thaliana	8.0
3.4.21.62	Dichelobacter nodosus	8.5
3.4.21.62	Bacillus intermedius	8.5
3.4.21.62	Alkalimonas collagenimarina	8.5
3.4.21.62	Alkalihalobacillus gibsonii	8.6
3.4.21.62	Geobacillus stearothermophilus	9.0
3.4.21.62	Vibrio cholerae serotype O1	9.0
3.4.21.62	Fusarium equiseti	10.0
3.4.21.62	Rhizopus microsporus var. rhizopodiformis	10.5
3.4.21.62	Alkalihalobacillus clausii	11.3
3.4.21.63	Aspergillus fischeri	6.5
3.4.21.63	Penicillium citrinum	7.0
3.4.21.63	Aspergillus oryzae	7.0
3.4.21.63	Aspergillus tamarii	7.2
3.4.21.63	Aspergillus flavus	7.5
3.4.21.63	Aspergillus fumigatus	7.5
3.4.21.63	Aspergillus clavatus	7.8
3.4.21.63	Aspergillus nidulans	8.0
3.4.21.63	Aspergillus sp.	8.5
3.4.21.63	Bacillus licheniformis	9.0
3.4.21.63	Streptomyces sp. M30	9.0
3.4.21.63	Aspergillus sojae	9.0
3.4.21.63	Aspergillus niger	10.0
3.4.21.63	Aspergillus terreus	11.0
3.4.21.63	Aspergillus candidus	11.0
3.4.21.64	Parengyodontium album	6.5
3.4.21.64	Serratia sp.	10.5
3.4.21.65	Malbranchea pulchella	8.5
3.4.21.66	Thermoactinomyces vulgaris	7.0
3.4.21.66	Coprothermobacter proteolyticus	8.0
3.4.21.66	Nocardiopsis alba	8.0
3.4.21.66	Laceyella sacchari	9.0
3.4.21.66	Anoxybacillus sp. KP1	9.0
3.4.21.67	Escherichia coli	6.5
3.4.21.68	Homo sapiens	7.4
3.4.21.68	Rattus norvegicus	8.0
3.4.21.69	Homo sapiens	7.2
3.4.21.69	Mus musculus	8.0
3.4.21.69	Bos taurus	8.0
3.4.21.70	Homo sapiens	7.7
3.4.21.70	Sus scrofa	7.7
3.4.21.70	Bos taurus	7.7
3.4.21.71	Homo sapiens	7.5
3.4.21.71	Bos taurus	8.0
3.4.21.72	Prevotella melaninogenica	5.0
3.4.21.72	Neisseria gonorrhoeae	5.5
3.4.21.72	Streptococcus sanguinis	7.0
3.4.21.72	Haemophilus influenzae	7.4
3.4.21.72	Neisseria meningitidis	9.5
3.4.21.73	Mus musculus	7.4
3.4.21.73	Homo sapiens	7.4
3.4.21.73	Rattus norvegicus	7.5
3.4.21.74	Bothrops alternatus	7.0
3.4.21.74	Bothrops pirajai	7.4
3.4.21.74	Daboia russelii russelii	7.4
3.4.21.74	Trimeresurus albolabris	7.4
3.4.21.74	Gloydius shedaoensis	8.0
3.4.21.74	Vipera ammodytes ammodytes	8.5
3.4.21.75	Haliotis diversicolor supertexta	5.5
3.4.21.75	Mus musculus	5.5
3.4.21.75	Homo sapiens	6.0
3.4.21.75	Rattus norvegicus	6.0
3.4.21.75	Bos taurus	6.5
3.4.21.75	Cryptosporidium parvum	7.0
3.4.21.75	Pteropus alecto	7.0
3.4.21.75	Spodoptera frugiperda	7.5
3.4.21.76	Homo sapiens	7.4
3.4.21.77	Homo sapiens	3.5
3.4.21.78	Homo sapiens	7.5
3.4.21.78	Mus musculus	7.5
3.4.21.79	Mus musculus	7.0
3.4.21.79	Homo sapiens	7.0
3.4.21.79	Bos taurus	7.0
3.4.21.79	Monodelphis domestica	7.5
3.4.21.80	Streptomyces griseus	5.0
3.4.21.81	Streptomyces griseus	5.0
3.4.21.82	Streptomyces griseus	8.8
3.4.21.83	Xenorhabdus nematophila	7.0
3.4.21.83	Streptomyces griseus	7.3
3.4.21.83	Escherichia coli	7.5
3.4.21.83	Trypanosoma cruzi	8.0
3.4.21.83	Serratia proteamaculans	8.0
3.4.21.83	Trypanosoma evansi	8.5
3.4.21.88	Escherichia coli	7.0
3.4.21.88	Bacillus thuringiensis serovar israelensis	7.4
3.4.21.89	Arabidopsis thaliana	6.0
3.4.21.89	Yersinia pestis	7.4
3.4.21.89	Staphylococcus aureus	7.9
3.4.21.89	Staphylococcus epidermidis	8.0
3.4.21.89	Escherichia coli	8.0
3.4.21.89	Pseudomonas aeruginosa	10.0
3.4.21.91	Dengue virus	7.4
3.4.21.91	Zika virus	7.4
3.4.21.91	Yellow fever virus	8.5
3.4.21.91	West Nile virus	8.5
3.4.21.91	Dengue virus type 2	8.5
3.4.21.91	dengue virus type I	9.0
3.4.21.91	Langat virus	9.0
3.4.21.91	Saint Louis encephalitis virus	9.0
3.4.21.91	Bussuquara virus	9.0
3.4.21.91	Dengue virus type 3	9.0
3.4.21.92	Escherichia coli	7.0
3.4.21.93	Mus musculus	5.5
3.4.21.93	Homo sapiens	5.5
3.4.21.93	Haliotis diversicolor supertexta	5.5
3.4.21.94	Mus musculus	5.0
3.4.21.94	Rattus norvegicus	5.0
3.4.21.94	Homo sapiens	5.5
3.4.21.95	Macrovipera lebetina	8.7
3.4.21.96	Lactococcus lactis	5.8
3.4.21.96	Lacticaseibacillus rhamnosus	6.5
3.4.21.96	Enterococcus faecalis	6.9
3.4.21.96	Lactobacillus delbrueckii	7.0
3.4.21.96	Lactobacillus helveticus	7.5
3.4.21.97	Human betaherpesvirus 5	7.0
3.4.21.97	Cytomegalovirus	7.2
3.4.21.97	Human betaherpesvirus 6	8.5
3.4.21.98	Hepacivirus C	6.5
3.4.21.98	Hepatitis C virus genotype 1b	7.5
3.4.21.98	Yellow fever virus	8.5
3.4.21.99	Halocynthia roretzi	8.5
3.4.21.100	Grifola frondosa	2.8
3.4.21.100	Pseudomonas sp.	3.0
3.4.21.101	Xanthomonas sp.	2.7
3.4.21.101	Pseudomonas sp.	3.0
3.4.21.102	Tetradesmus obliquus	6.5
3.4.21.102	Pisum sativum	6.5
3.4.21.102	Bacillus subtilis	7.5
3.4.21.102	Spinacia oleracea	7.5
3.4.21.103	Physarum polycephalum	1.7
3.4.21.103	Physarum flavicomum	2.0
3.4.21.103	Dictyostelium discoideum	2.5
3.4.21.104	Mus musculus	7.4
3.4.21.104	Homo sapiens	7.4
3.4.21.104	Cyprinus carpio	7.4
3.4.21.104	Rattus norvegicus	7.5
3.4.21.105	Escherichia coli	5.7
3.4.21.105	Providencia stuartii	5.7
3.4.21.105	Haemophilus influenzae	5.7
3.4.21.105	Bacillus subtilis	7.5
3.4.21.105	Escherichia coli K-12	7.5
3.4.21.106	Homo sapiens	7.0
3.4.21.107	Synechocystis sp.	5.5
3.4.21.107	Helicobacter pylori	6.0
3.4.21.107	Chlamydia trachomatis	6.5
3.4.21.107	Plasmodium falciparum	7.0
3.4.21.107	Streptococcus pyogenes	7.4
3.4.21.107	Escherichia coli	7.6
3.4.21.107	Bacillus subtilis	8.0
3.4.21.107	Edwardsiella tarda	8.0
3.4.21.107	Mus musculus	8.0
3.4.21.107	Homo sapiens	8.5
3.4.21.108	Mammalia	7.4
3.4.21.108	Mus musculus	7.5
3.4.21.108	Homo sapiens	7.5
3.4.21.109	Rattus norvegicus	6.0
3.4.21.109	Homo sapiens	7.4
3.4.21.109	Mus musculus	8.5
3.4.21.110	Streptococcus pyogenes	7.4
3.4.21.111	Thermus aquaticus	7.5
3.4.21.112	Homo sapiens	6.5
3.4.21.112	Mammalia	7.0
3.4.21.113	West Nile virus	8.0
3.4.21.114	porcine reproductive and respiratory syndrome virus	7.5
3.4.21.117	Homo sapiens	5.5
3.4.21.117	Rattus norvegicus	9.0
3.4.21.118	Mus musculus	7.4
3.4.21.118	Homo sapiens	8.0
3.4.21.119	Mus musculus	7.5
3.4.21.119	Homo sapiens	7.5
3.4.21.120	Xenopus laevis	8.0
3.4.22.1	Homo sapiens	3.3
3.4.22.1	Artemia sp.	3.5
3.4.22.1	Bos taurus	3.5
3.4.22.1	Rattus norvegicus	4.0
3.4.22.1	Macaca fuscata	4.0
3.4.22.1	Schistosoma mansoni	4.0
3.4.22.1	Bubalus bubalis	4.1
3.4.22.1	Dorytheuthis bleekeri	4.2
3.4.22.1	Naegleria fowleri	4.5
3.4.22.1	Fasciola gigantica	4.5
3.4.22.1	Callosobruchus maculatus	4.5
3.4.22.1	Nicotiana benthamiana	4.5
3.4.22.1	Fasciola hepatica	4.5
3.4.22.1	Trichobilharzia regenti	4.5
3.4.22.1	Tetrahymena pyriformis	4.5
3.4.22.1	Clonorchis sinensis	4.5
3.4.22.1	Angiostrongylus cantonensis	5.0
3.4.22.1	Trachurus japonicus	5.0
3.4.22.1	Capra hircus	5.0
3.4.22.1	Hemicentrotus pulcherrimus	5.3
3.4.22.1	Oreochromis niloticus	5.4
3.4.22.1	Heliocidaris crassispina	5.5
3.4.22.1	Apostichopus japonicus	5.5
3.4.22.1	Uronema marinum	5.5
3.4.22.1	Cynoglossus semilaevis	5.5
3.4.22.1	Mus musculus	5.5
3.4.22.1	Scophthalmus maximus	5.5
3.4.22.1	Sus scrofa	6.0
3.4.22.1	Necator americanus	6.0
3.4.22.1	Capra aegagrus	6.0
3.4.22.1	Cyprinus carpio	6.0
3.4.22.1	Radopholus similis	6.0
3.4.22.1	Danio rerio	6.0
3.4.22.1	Biomphalaria glabrata	6.0
3.4.22.1	Gallus gallus	6.2
3.4.22.1	Oryctolagus cuniculus	6.2
3.4.22.1	Scomber australasicus	6.5
3.4.22.1	Hysterothylacium aduncum	7.0
3.4.22.2	Carica papaya	3.2
3.4.22.3	Ficus elastica	6.0
3.4.22.3	Ficus carica	6.0
3.4.22.3	Ficus sp.	6.5
3.4.22.3	Ficus glabrata	6.8
3.4.22.3	Ficus johannis	7.0
3.4.22.B5	Phytomonas serpens	5.0
3.4.22.B5	Leishmania major	5.5
3.4.22.B5	Leishmania braziliensis	6.5
3.4.22.B5	Leishmania mexicana	7.4
3.4.22.6	Carica papaya	4.91
3.4.22.B6	Trypanosoma congolense	4.5
3.4.22.B6	Angiostrongylus cantonensis	5.5
3.4.22.B6	Trypanosoma brucei	6.0
3.4.22.B6	Trichobilharzia regenti	6.0
3.4.22.B6	Caenorhabditis elegans	6.0
3.4.22.7	Gomphocarpus fruticosus subsp. fruticosus	6.0
3.4.22.7	Asclepias glaucescens	6.0
3.4.22.7	Asclepias syriaca	7.0
3.4.22.7	Asclepias curassavica	8.5
3.4.22.8	Clostridium perfringens	6.5
3.4.22.8	Hathewaya histolytica	7.0
3.4.22.B8	Porphyromonas gingivalis	6.5
3.4.22.10	Streptococcus pyogenes	5.0
3.4.22.14	Actinidia chinensis	5.0
3.4.22.14	Actinidia deliciosa	5.5
3.4.22.15	Oryctolagus cuniculus	3.3
3.4.22.15	Cricetulus griseus	3.4
3.4.22.15	Rattus norvegicus	3.5
3.4.22.15	Helicoverpa armigera	4.4
3.4.22.15	Aphis gossypii	4.5
3.4.22.15	Triatoma brasiliensis	4.5
3.4.22.15	Dosidicus gigas	4.5
3.4.22.15	Homo sapiens	4.5
3.4.22.15	Apostichopus japonicus	5.0
3.4.22.15	Hypophthalmichthys molitrix	5.0
3.4.22.15	Trypanosoma theileri	5.0
3.4.22.15	Priacanthus macracanthus	5.0
3.4.22.15	Fasciola hepatica	5.0
3.4.22.15	Sciaenops ocellatus	5.0
3.4.22.15	Gallus gallus	5.0
3.4.22.15	Spodoptera frugiperda	5.0
3.4.22.15	Taenia solium	5.2
3.4.22.15	Schistosoma japonicum	5.2
3.4.22.15	Clonorchis sinensis	5.5
3.4.22.15	Decapterus maruadsi	5.5
3.4.22.15	Haliotis discus hannai	5.5
3.4.22.15	Trypanosoma brucei rhodesiense	5.5
3.4.22.15	Cavia porcellus	5.5
3.4.22.15	Cyprinus carpio	5.5
3.4.22.15	Oncorhynchus keta	5.6
3.4.22.15	Fasciola gigantica	6.0
3.4.22.15	Ovis aries	6.0
3.4.22.15	Agama stellio stellio	6.1
3.4.22.15	Toxoplasma gondii	6.5
3.4.22.15	Leishmania mexicana	6.5
3.4.22.15	Paramecium tetraurelia	6.5
3.4.22.15	Papio ursinus	7.0
3.4.22.15	Trypanosoma brucei brucei	7.4
3.4.22.15	Misgurnus mizolepis	7.5
3.4.22.15	Clostridioides difficile	7.5
3.4.22.15	Patiria pectinifera	8.0
3.4.22.16	Capra hircus	5.0
3.4.22.16	Homo sapiens	5.0
3.4.22.16	Rattus norvegicus	5.0
3.4.22.16	Hordeum vulgare	5.5
3.4.22.16	Oryctolagus cuniculus	6.5
3.4.22.16	Cyprinus carpio	6.5
3.4.22.16	Bos taurus	6.5
3.4.22.B20	Pyrococcus furiosus	6.3
3.4.22.24	Rattus norvegicus	6.9
3.4.22.25	Carica papaya	7.0
3.4.22.26	Rattus norvegicus	7.0
3.4.22.26	Homo sapiens	7.2
3.4.22.27	Homo sapiens	4.5
3.4.22.27	Mus musculus	5.5
3.4.22.27	Ovis aries	5.5
3.4.22.27	Canis lupus familiaris	5.5
3.4.22.27	Bos taurus	6.0
3.4.22.27	Saimiri boliviensis	6.5
3.4.22.27	Rattus norvegicus	6.5
3.4.22.27	Sciaenops ocellatus	7.5
3.4.22.27	Paralichthys olivaceus	8.0
3.4.22.27	Tachysurus fulvidraco	8.5
3.4.22.28	enterovirus	6.5
3.4.22.28	Enterovirus A71	6.5
3.4.22.28	Coxsackievirus A16	6.5
3.4.22.28	Enterovirus C	7.0
3.4.22.28	Avihepatovirus A	7.0
3.4.22.28	Human rhinovirus sp.	7.0
3.4.22.28	Severe acute respiratory syndrome-related coronavirus	7.0
3.4.22.28	Coxsackievirus B3	7.0
3.4.22.28	Hepatovirus A	7.0
3.4.22.28	Enterovirus B93	7.2
3.4.22.28	Ectropis obliqua virus	7.5
3.4.22.28	coxsackievirus	7.5
3.4.22.28	Human poliovirus 1	8.0
3.4.22.28	Southampton virus	8.5
3.4.22.B28	Mus musculus	6.0
3.4.22.29	Enterovirus C	7.0
3.4.22.29	enterovirus	7.0
3.4.22.29	coxsackievirus	7.0
3.4.22.29	picornaviridae	7.0
3.4.22.29	Human rhinovirus sp.	7.0
3.4.22.29	Coxsackievirus B3	7.4
3.4.22.30	Carica papaya	6.8
3.4.22.31	Ananas comosus	5.0
3.4.22.32	Ananas comosus	3.2
3.4.22.33	Ananas comosus	2.9
3.4.22.33	Bromelia pinguin	7.0
3.4.22.33	Bromelia fastuosa	7.0
3.4.22.33	Bromelia karatas	7.0
3.4.22.34	Blastocystis hominis	3.0
3.4.22.34	Homo sapiens	4.0
3.4.22.34	Bos taurus	5.0
3.4.22.34	Vigna aconitifolia	5.0
3.4.22.34	Phaseolus vulgaris	5.0
3.4.22.34	Sus scrofa	5.0
3.4.22.34	Glycine max	5.0
3.4.22.34	Arabidopsis thaliana	5.0
3.4.22.34	Ricinus communis	5.0
3.4.22.34	Canavalia ensiformis	5.0
3.4.22.34	Vigna mungo	5.0
3.4.22.34	Vigna radiata	5.1
3.4.22.34	Fasciola gigantica	5.4
3.4.22.34	Branchiostoma belcheri	5.5
3.4.22.34	Mus musculus	5.5
3.4.22.34	Schistosoma mansoni	5.5
3.4.22.34	Ixodes ricinus	5.5
3.4.22.34	Dictyocaulus viviparus	5.5
3.4.22.34	Saccharum sp.	6.0
3.4.22.34	Haemonchus contortus	7.0
3.4.22.34	Haemaphysalis longicornis	7.0
3.4.22.34	Opisthorchis viverrini	7.0
3.4.22.34	Blastocystis sp. BW-2009a	7.5
3.4.22.35	Entamoeba histolytica	4.4
3.4.22.36	Homo sapiens	7.4
3.4.22.36	Trichoplusia ni	7.5
3.4.22.37	Porphyromonas gingivalis	7.4
3.4.22.38	Homo sapiens	3.8
3.4.22.38	Mus musculus	5.0
3.4.22.38	Oryctolagus cuniculus	5.0
3.4.22.38	Rattus norvegicus	5.5
3.4.22.38	Canis lupus familiaris	6.5
3.4.22.38	Paralichthys olivaceus	8.0
3.4.22.39	unidentified adenovirus	6.5
3.4.22.40	Aspergillus niger	5.0
3.4.22.40	Streptomyces verticillus	6.5
3.4.22.40	Oryctolagus cuniculus	6.8
3.4.22.40	Lactococcus lactis	7.0
3.4.22.40	Homo sapiens	7.2
3.4.22.40	Saccharomyces cerevisiae	7.4
3.4.22.41	Homo sapiens	5.2
3.4.22.41	Opisthorchis viverrini	5.5
3.4.22.41	Clonorchis sinensis	5.5
3.4.22.41	Paralichthys olivaceus	7.5
3.4.22.43	Homo sapiens	5.5
3.4.22.44	tobacco vein mottling virus	7.0
3.4.22.44	turnip mosaic virus	7.4
3.4.22.44	Chilli veinal mottle virus	8.5
3.4.22.45	zucchini yellow mosaic virus	7.5
3.4.22.46	Foot-and-mouth disease virus	7.1
3.4.22.47	Porphyromonas gingivalis	7.4
3.4.22.B47	Vigna aconitifolia	5.5
3.4.22.48	Staphylococcus aureus	6.5
3.4.22.49	Homo sapiens	7.7
3.4.22.B49	Fasciola hepatica	6.2
3.4.22.B49	Crassostrea gigas	7.4
3.4.22.B49	Diaprepes abbreviatus	8.0
3.4.22.50	Autographa californica nucleopolyhedrovirus	5.0
3.4.22.B50	Tabernaemontana divaricata	6.5
3.4.22.B50	Alphacoronavirus	6.8
3.4.22.B50	Severe acute respiratory syndrome-related coronavirus	7.4
3.4.22.51	Trypanosoma cruzi	4.5
3.4.22.51	Trypanosoma congolense	6.0
3.4.22.52	Bos taurus	6.5
3.4.22.52	Sus scrofa	6.5
3.4.22.52	Oryctolagus cuniculus	7.3
3.4.22.52	Homo sapiens	7.5
3.4.22.52	Rattus norvegicus	7.5
3.4.22.53	Penaeus monodon	6.9
3.4.22.53	Bos taurus	6.9
3.4.22.53	Rattus norvegicus	7.0
3.4.22.53	Dicentrarchus labrax	7.0
3.4.22.53	Struthio camelus	7.5
3.4.22.53	Tilapia sp.	7.5
3.4.22.53	Sus scrofa	7.5
3.4.22.53	Macaca fuscata	7.5
3.4.22.53	Oryctolagus cuniculus	7.6
3.4.22.54	Rattus norvegicus	7.1
3.4.22.55	Homo sapiens	6.5
3.4.22.56	Homo sapiens	7.0
3.4.22.56	Mammalia	7.4
3.4.22.56	Mus musculus	7.4
3.4.22.56	Rattus norvegicus	7.4
3.4.22.56	Larimichthys crocea	7.5
3.4.22.57	Homo sapiens	7.0
3.4.22.58	Homo sapiens	7.5
3.4.22.59	Homo sapiens	7.0
3.4.22.59	Holothuria leucospilota	7.5
3.4.22.60	Mesocricetus auratus	6.5
3.4.22.60	Homo sapiens	7.0
3.4.22.60	Mus musculus	7.4
3.4.22.B60	Fasciola hepatica	7.4
3.4.22.61	Homo sapiens	6.5
3.4.22.61	Mus musculus	7.4
3.4.22.B61	Fasciola hepatica	7.0
3.4.22.62	Homo sapiens	6.2
3.4.22.62	Larimichthys crocea	7.4
3.4.22.B62	Fasciola hepatica	6.0
3.4.22.63	Homo sapiens	7.0
3.4.22.65	Dermatophagoides farinae	5.0
3.4.22.65	Dermatophagoides pteronyssinus	7.0
3.4.22.B65	Mus musculus	6.5
3.4.22.66	Transmissible gastroenteritis virus	6.0
3.4.22.66	Severe acute respiratory syndrome-related coronavirus	6.0
3.4.22.66	Hepatovirus A	7.0
3.4.22.66	Foot-and-mouth disease virus	8.0
3.4.22.66	Norwalk virus	8.0
3.4.22.66	Human calicivirus Hu/NLV/GII/MD145-12/1987/US	8.0
3.4.22.66	Chiba virus	8.62
3.4.22.67	Zingiber officinale	4.5
3.4.22.B67	Saccharomyces cerevisiae	8.0
3.4.22.68	Homo sapiens	8.0
